provider_name,provider_name_id
CRENSHAW COMMUNITY HOSPITAL,579
CRESTWOOD MEDICAL CENTER,580
CRISP REGIONAL HOSPITAL,581
CRITTENDEN HEALTH SYSTEM,582
CRITTENDEN MEMORIAL HOSPITAL,583
CRITTENTON HOSPITAL MEDICAL CENTER,584
CROCKETT HOSPITAL,585
CROSSGATES RIVER OAKS HOSPITAL,586
CROSSROADS COMMUNITY HOSPITAL,587
CROUSE HOSPITAL,588
CROWNPOINT HEALTHCARE FACILITY,589
CROZER CHESTER MEDICAL CENTER,590
CRYSTAL CLINIC ORTHOPAEDIC CENTER,591
CUERO COMMUNITY HOSPITAL,592
CULLMAN REGIONAL MEDICAL CENTER,593
CULPEPER REGIONAL HOSPITAL,594
CUMBERLAND MEDICAL CENTER,595
CUMBERLAND RIVER HOSPITAL,596
CUSHING MEMORIAL HOSPITAL,597
CUSHING REGIONAL HOSPITAL,598
CYPRESS FAIRBANKS MEDICAL CENTER,599
CYPRESS POINTE SURGICAL HOSPITAL,600
D C H REGIONAL MEDICAL CENTER,601
D W MCMILLAN MEMORIAL HOSPITAL,602
DAKOTA PLAINS SURGICAL CENTER LLP,603
DALE MEDICAL CENTER,604
DALLAS MEDICAL CENTER,605
DALLAS REGIONAL MEDICAL CENTER,606
DAMERON HOSPITAL,607
DANBURY HOSPITAL,608
DANVILLE REGIONAL MEDICAL CENTER,609
DAUTERIVE HOSPITAL,610
DAVIESS COMMUNITY HOSPITAL,611
DAVIS HOSPITAL AND MEDICAL CENTER,612
DAVIS MEMORIAL HOSPITAL,613
DAVIS REGIONAL MEDICAL CENTER,614
DAY KIMBALL HOSPITAL,615
DEACONESS HOSPITAL,616
DEACONESS HOSPITAL INC,617
DEARBORN COUNTY HOSPITAL,618
DEBORAH HEART AND LUNG CENTER,619
DECATUR COUNTY GENERAL HOSPITAL,620
DECATUR GENERAL HOSPITAL,621
DECATUR MEMORIAL HOSPITAL,622
DEKALB HEALTH,623
DEKALB MEDICAL CENTER,624
DEKALB MEDICAL CENTER AT HILLANDALE,625
DEKALB REGIONAL MEDICAL CENTER,626
DELANO REGIONAL MEDICAL CENTER,627
DELAWARE COUNTY MEMORIAL HOSPITAL,628
DELNOR COMMUNITY HOSPITAL,629
DELRAY MEDICAL CENTER,630
DELTA COUNTY MEMORIAL HOSPITAL,631
DELTA MEDICAL CENTER,632
DELTA REGIONAL MEDICAL CENTER,633
DENTON REGIONAL MEDICAL CENTER,634
DENVER HEALTH MEDICAL CENTER,635
DES PERES HOSPITAL,636
DESERT REGIONAL MEDICAL CENTER,637
DESERT SPRINGS HOSPITAL,638
DESERT VALLEY HOSPITAL,639
DESOTO MEMORIAL HOSPITAL,640
DESOTO REGIONAL HEALTH SYSTEM,641
DETAR HOSPITAL NAVARRO,642
DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,643
DICKINSON COUNTY MEMORIAL HOSPITAL,644
DIMMIT COUNTY MEMORIAL HOSPITAL,645
DISTRICT ONE HOSPITAL,646
DIVINE SAVIOR HLTHCARE,647
DIXIE REGIONAL MEDICAL CENTER,648
DOCTOR'S MEMORIAL HOSPITAL INC,649
DOCTORS DIAGNOSTIC HOSPITAL,650
DOCTORS HOSPITAL,651
DOCTORS HOSPITAL AT DEER CREEK LLC,652
DOCTORS HOSPITAL AT RENAISSANCE,653
DOCTORS HOSPITAL INC,654
DOCTORS HOSPITAL LLC,655
DOCTORS HOSPITAL OF LAREDO,656
DOCTORS HOSPITAL OF MANTECA,657
DOCTORS HOSPITAL OF SARASOTA,658
"DOCTORS HOSPITAL OF WEST COVINA, INC",659
DOCTORS HOSPITAL TIDWELL,660
DOCTORS MEDICAL CENTER,661
DOCTORS MEDICAL CENTER-SAN PABLO,662
DOCTORS'  COMMUNITY HOSPITAL,663
DOCTORS' HOSPITAL OF MICHIGAN,664
DODGE COUNTY HOSPITAL,665
DOMINICAN HOSPITAL,666
DONALSONVILLE HOSPITAL INC,667
DORMINY MEDICAL CENTER,668
DOUGLAS COUNTY HOSPITAL,669
DOUGLAS GARDENS HOSPITAL,670
DOWNEY REGIONAL MEDICAL CENTER,671
DOYLESTOWN HOSPITAL,672
DREW MEMORIAL HOSPITAL,673
DUBLIN METHODIST HOSPITAL,674
DUBOIS REGIONAL MEDICAL CENTER,675
DUKE HEALTH RALEIGH HOSPITAL,676
DUKE UNIVERSITY HOSPITAL,677
"DUNCAN REGIONAL HOSPITAL, INC",678
DUPLIN GENERAL HOSPITAL,679
DUPONT HOSPITAL LLC,680
DURHAM REGIONAL HOSPITAL,681
DYERSBURG REGIONAL MEDICAL CENTER,682
E A CONWAY MEDICAL CENTER,683
EAGLEVILLE HOSPITAL,684
EARL K LONG MEDICAL CENTER,685
EAST ALABAMA MEDICAL CENTER AND SNF,686
EAST CARROLL PARISH HOSPITAL,687
EAST COOPER MEDICAL CENTER,688
"EAST EL PASO PHYSICIANS MEDICAL CENTER, LLC",689
EAST GEORGIA REGIONAL MEDICAL CENTER,690
EAST JEFFERSON GENERAL HOSPITAL,691
EAST LIVERPOOL CITY HOSPITAL,692
EAST LOS ANGELES DOCTORS HOSPITAL,693
EAST OHIO REGIONAL HOSPITAL,694
EAST ORANGE GENERAL HOSPITAL,695
EAST TEXAS MEDICAL CENTER,696
EAST TEXAS MEDICAL CENTER - FAIRFIELD,697
EAST TEXAS MEDICAL CENTER - GILMER,698
EAST TEXAS MEDICAL CENTER ATHENS,699
EAST TEXAS MEDICAL CENTER CROCKETT,700
EAST TEXAS MEDICAL CENTER JACKSONVILLE,701
EAST TEXAS MEDICAL CENTER MOUNT VERNON,702
EAST TEXAS MEDICAL CENTER QUITMAN,703
EAST TEXAS MEDICAL CENTER TRINITY,704
EAST VALLEY HOSPITAL MEDICAL CENTER,705
EASTERN IDAHO REGIONAL MEDICAL CENTER,706
EASTERN LONG ISLAND HOSPITAL,707
EASTERN MAINE MEDICAL CENTER,708
EASTERN NEW MEXICO MEDICAL CENTER,709
EASTERN NIAGARA HOSPITAL,710
EASTERN OKLAHOMA MEDICAL CENTER,711
EASTERN STATE HOSPITAL,712
EASTLAND MEMORIAL HOSPITAL,713
EASTON HOSPITAL,714
EDEN MEDICAL CENTER,715
EDGEWOOD SURGICAL HOSPITAL,716
EDWARD HOSPITAL,717
EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR,718
EDWARD MCCREADY MEMORIAL HOSPITAL,719
EDWARD W SPARROW HOSPITAL,720
EDWARD WHITE HOSPITAL,721
EISENHOWER MEDICAL CENTER,722
EL CAMINO HOSPITAL,723
EL CAMPO MEMORIAL HOSPITAL,724
EL CENTRO REGIONAL MEDICAL CENTER,725
EL PASO SPECIALTY HOSPITAL,726
ELBA GENERAL HOSPITAL,727
ELBERT MEMORIAL HOSPITAL,728
ELIZA COFFEE MEMORIAL HOSPITAL,729
ELK REGIONAL HEALTH CENTER,730
ELKHART GENERAL HOSPITAL,731
ELKVIEW GENERAL HOSPITAL,732
ELLIOT HOSPITAL,733
ELLIS HOSPITAL,734
ELLWOOD CITY HOSPITAL,735
ELMHURST HOSPITAL CENTER,736
ELMHURST MEMORIAL HOSPITAL,737
ELMORE COMMUNITY HOSPITAL,738
EMANUEL MEDICAL CENTER,739
EMANUEL MEDICAL CENTER INC,740
EMERSON HOSPITAL,741
EMH REGIONAL MEDICAL CENTER,742
EMMA L BIXBY MEDICAL CENTER,743
EMORY EASTSIDE MEDICAL CENTER,744
EMORY JOHNS CREEK HOSPITAL,745
EMORY UNIVERSITY HOSPITAL,746
EMORY UNIVERSITY HOSPITAL MIDTOWN,747
EMORY-ADVENTIST HOSPITAL,748
ENCINO HOSPITAL MEDICAL CENTER,749
ENGLEWOOD COMMUNITY HOSPITAL,750
ENGLEWOOD HOSPITAL AND MEDICAL CENTER,751
ENLOE MEDICAL CENTER,752
ENNIS REGIONAL MEDICAL CENTER,753
EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,754
EPHRATA COMMUNITY HOSPITAL,755
ERIE COUNTY MEDICAL CENTER,756
ERLANGER MEDICAL CENTER,757
ESPANOLA HOSPITAL,758
ESSENTIA HEALTH DULUTH,759
ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,760
ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,761
ESSENTIA HEALTH ST MARYS,762
ESSENTIA HEALTH-FARGO,763
ETMC CARTHAGE,764
ETMC CLARKSVILLE,765
ETMC HENDERSON,766
EUCLID HOSPITAL,767
EVANGELICAL COMMUNITY HOSPITAL,768
EVANS MEMORIAL HOSPITAL,769
EVANSTON HOSPITAL,770
EVANSTON REGIONAL HOSPITAL,771
EVERGREEN HOSPITAL MEDICAL CENTER,772
EVERGREEN MEDICAL CENTER,773
EXCELA HEALTH FRICK HOSPITAL,774
EXCELA HEALTH LATROBE HOSPITAL,775
EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,776
EXEMPLA GOOD SAMARITAN MEDICAL CENTER LLC,777
EXEMPLA LUTHERAN MEDICAL CENTER,778
EXEMPLA SAINT JOSEPH HOSPITAL,779
EXETER HOSPITAL INC,780
F F THOMPSON HOSPITAL,781
FAIRBANKS MEMORIAL HOSPITAL,782
FAIRFIELD MEDICAL CENTER,783
FAIRMONT GENERAL HOSPITAL,784
FAIRVIEW DEVELOPMENTAL CENTER,785
FAIRVIEW HOSPITAL,786
FAIRVIEW LAKES  HEALTH SERVICES,787
FAIRVIEW NORTHLAND REGIONAL HOSPITAL,788
FAIRVIEW PARK HOSPITAL,789
FAIRVIEW RED WING HOSPITAL,790
FAIRVIEW RIDGES HOSPITAL,791
FAIRVIEW SOUTHDALE HOSPITAL,792
FAIRWAY MEDICAL CENTER,793
FAITH COMMUNITY HOSPITAL,794
FAITH REGIONAL HEALTH SERVICES,795
FALLBROOK HOSPITAL,796
FALLS COMMUNITY HOSPITAL AND CLINIC,797
FALMOUTH HOSPITAL,798
FANNIN REGIONAL HOSPITAL,799
FAULKNER HOSPITAL,800
FAWCETT MEMORIAL HOSPITAL,801
FAXTON-ST LUKE'S HEALTHCARE,802
FAYETTE MEDICAL CENTER,803
FAYETTE REGIONAL HEALTH SYSTEM,804
FEATHER RIVER HOSPITAL,805
FHN MEMORIAL HOSPITAL,806
FIRELANDS REGIONAL MEDICAL CENTER,807
FIRST STREET HOSPITAL LP,808
FIRSTHEALTH MOORE REGIONAL HOSPITAL,809
FISHER-TITUS HOSPITAL,810
FITZGIBBON MEMORIAL HOSPITAL,811
FIVE RIVERS MEDICAL CENTER,812
FLAGET MEMORIAL HOSPITAL (MEMBER OF SAINT JOSEPH H,813
FLAGLER HOSPITAL,814
FLAGSTAFF MEDICAL CENTER,815
FLEMING COUNTY HOSPITAL,816
FLETCHER ALLEN HOSPITAL OF VERMONT,817
FLINT RIVER HOSPITAL,818
FLORALA MEMORIAL HOSPITAL,819
FLORIDA HOSPITAL,820
FLORIDA HOSPITAL CARROLLWOOD,821
FLORIDA HOSPITAL DELAND,822
FLORIDA HOSPITAL FISH MEMORIAL,823
FLORIDA HOSPITAL FLAGLER,824
FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,825
FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,826
FLORIDA HOSPITAL TAMPA,827
FLORIDA HOSPITAL WATERMAN,828
FLORIDA HOSPITAL ZEPHYRHILLS,829
FLOWER HOSPITAL,830
FLOWERS HOSPITAL,831
FLOYD MEDICAL CENTER,832
FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,833
FLUSHING HOSPITAL MEDICAL CENTER,834
FOOTHILL PRESBYTERIAN HOSPITAL,835
FOREST HILLS HOSPITAL,836
FORREST CITY MEDICAL CENTER,837
FORREST GENERAL HOSPITAL,838
FORSYTH MEMORIAL HOSPITAL,839
FORT DEFIANCE INDIAN HOSPITAL,840
FORT DUNCAN MEDICAL CENTER,841
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,842
FORT HEALTHCARE,843
FORT LOUDOUN MEDICAL CENTER,844
FORT MADISON COMMUNITY HOSPITAL,845
FORT SANDERS REGIONAL MEDICAL CENTER,846
FORT WALTON BEACH MEDICAL CENTER,847
FORT WASHINGTON HOSPITAL,848
FOUNDATION SURGICAL HOSPITAL,849
FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,850
FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,851
FRANCISCAN PHYSICIANS HOSPITAL LLC,852
FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,853
FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,854
FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE,855
FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL,856
FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST,857
FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE,858
FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,859
FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE,860
FRANCISCAN ST JAMES HEALTH,861
FRANCISCAN ST MARGARET HEALTH - DYER,862
FRANCISCAN ST MARGARET HEALTH - HAMMOND,863
FRANKFORT REGIONAL MEDICAL CENTER,864
FRANKLIN HOSPITAL,865
FRANKLIN MEDICAL CENTER,866
FRANKLIN MEMORIAL HOSPITAL,867
FRANKLIN REGIONAL MEDICAL CENTER,868
FRANKLIN SQUARE HOSPITAL CENTER,869
FRANKLIN WOODS COMMUNITY HOSPITAL,870
FREDERICK MEMORIAL HOSPITAL,871
FREEMAN HEALTH SYSTEM - FREEMAN WEST,872
FREMONT AREA MEDICAL CENTER,873
FRENCH HOSPITAL MEDICAL CENTER,874
FRESNO HEART AND SURGICAL HOSPITAL,875
FRESNO SURGICAL HOSPITAL,876
FRIO REGIONAL HOSPITAL,877
FRISBIE MEMORIAL HOSPITAL,878
FROEDTERT MEM LUTHERAN HSPTL,879
FRYE REGIONAL MEDICAL CENTER,880
GADSDEN REGIONAL MEDICAL CENTER,881
GALESBURG COTTAGE HOSPITAL,882
GALICHIA HEART HOSPITAL LLC,883
GALLUP INDIAN MEDICAL CENTER,884
GARDEN CITY HOSPITAL,885
GARDEN GROVE HOSPITAL & MEDICAL CENTER,886
GARDEN PARK MEDICAL CENTER,887
GARFIELD MEDICAL CENTER,888
GARRETT COUNTY MEMORIAL HOSPITAL,889
GASTON MEMORIAL HOSPITAL,890
GATEWAY MEDICAL CENTER,891
GATEWAY REGIONAL MEDICAL CENTER,892
GEARY COMMUNITY HOSPITAL,893
GEISINGER MEDICAL CENTER,894
GEISINGER WYOMING VALLEY MEDICAL CENTER,895
GENESIS HEALTHCARE SYSTEM,896
GENESIS MEDICAL CENTER ILLINI CAMPUS,897
GENESIS MEDICAL CENTER-DAVENPORT,898
GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,899
GENEVA GENERAL HOSPITAL,900
GEORGE COUNTY HOSPITAL,901
GEORGE H. LANIER MEMORIAL HOSPITAL,902
GEORGE L MEE MEMORIAL HOSPITAL,903
GEORGE WASHINGTON UNIV HOSPITAL,904
GEORGETOWN COMMUNITY HOSPITAL,905
GEORGETOWN MEMORIAL HOSPITAL,906
GEORGETOWN UNIVERSITY HOSPITAL,907
GEORGIANA HOSPITAL,908
GERALD CHAMPION REGIONAL MEDICAL CENTE,909
GETTYSBURG HOSPITAL,910
GIBSON GENERAL HOSPITAL,911
GILA REGIONAL MEDICAL CENTER,912
GILBERT HOSPITAL,913
GILMORE MEMORIAL HOSPITAL,914
GLEN COVE HOSPITAL,915
GLEN ROSE MEDICAL CENTER,916
GLENDALE ADVENTIST MEDICAL CENTER,917
GLENDALE MEM HOSPITAL & HLTH CENTER,918
GLENS FALLS HOSPITAL,919
GLENWOOD REGIONAL MEDICAL CENTER,920
GNADEN HUETTEN MEMORIAL HOSPITAL,921
GOLDEN VALLEY MEMORIAL HOSPITAL,922
GOLETA VALLEY COTTAGE HOSPITAL,923
GOOD SAMARITAN HOSPITAL,924
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,925
GOOD SAMARITAN HOSPITAL OF SUFFERN,926
GOOD SAMARITAN MEDICAL CENTER,927
GOOD SAMARITAN REGIONAL HLTH CENTER,928
GOOD SAMARITAN REGIONAL MEDICAL CENTER,929
GOOD SHEPHERD MEDICAL CENTER,930
GOOD SHEPHERD MEDICAL CENTER MARSHALL,931
GOODALL WITCHER HOSPITAL,932
GORDON HOSPITAL,933
GRACE HOSPITAL INC,934
GRACE MEDICAL CENTER,935
GRADY GENERAL HOSPITAL,936
GRADY MEMORIAL HOSPITAL,937
GRAHAM HOSPITAL ASSOCIATION,938
GRAHAM REGIONAL MEDICAL CENTER,939
GRAND ITASCA CLINIC AND HOSPITAL,940
GRAND LAKE HEALTH SYSTEM,941
GRAND STRAND REG MED CENTER,942
GRAND VIEW HOSPITAL,943
GRANDVIEW HOSPITAL & MEDICAL CENTER,944
GRANDVIEW MEDICAL CENTER,945
GRANT MEDICAL CENTER,946
GRANVILLE MEDICAL CENTER,947
GRAYS HARBOR COMMUNITY HOSPITAL,948
GREAT BEND REGIONAL HOSPITAL,949
GREAT FALLS CLINIC MEDICAL CENTER,950
GREAT PLAINS REGIONAL MEDICAL CENTER,951
GREAT RIVER MEDICAL CENTER,952
GREATER BALTIMORE MEDICAL CENTER,953
GREATER BATON ROUGE SURGICAL HOSPITAL,954
GREATER EL MONTE COMMUNITY HOSPITAL,955
GREEN CLINIC SURGICAL HOSPITAL,956
GREENBRIER VALLEY MEDICAL CENTER,957
GREENE COUNTY HOSPITAL,958
GREENE MEMORIAL HOSPITAL,959
GREENVIEW REGIONAL HOSPITAL,960
GREENVILLE MEMORIAL HOSPITAL,961
GREENVILLE REGIONAL HOSPITAL,962
GREENWICH HOSPITAL ASSOCIATION,963
GREENWOOD LEFLORE HOSPITAL,964
GREER MEMORIAL HOSPITAL,965
GRENADA LAKE MEDICAL CENTER,966
GRIFFIN HOSPITAL,967
GRINNELL REGIONAL MEDICAL CENTER,968
GROSSMONT HOSPITAL,969
GROVE CITY MEDICAL CENTER,970
GROVE HILL MEMORIAL HOSPITAL,971
GUADALUPE COUNTY HOSPITAL,972
GUADALUPE REGIONAL MEDICAL CENTER,973
GULF BREEZE HOSPITAL,974
GULF COAST MEDICAL CENTER,975
GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,976
GUNDERSEN LUTH MED CTR,977
GWINNETT MEDICAL CENTER,978
HABERSHAM COUNTY MEDICAL CTR,979
HACKENSACK UNIVERSITY MEDICAL CENTER,980
HACKETTSTOWN REGIONAL MEDICAL CENTER,981
HAHNEMANN UNIVERSITY HOSPITAL,982
HALE COUNTY HOSPITAL,983
HALIFAX HEALTH MEDICAL CENTER,984
HALIFAX REGIONAL HOSPITAL,985
HALIFAX REGIONAL MEDICAL CENTER INC,986
HALLMARK HEALTH SYSTEM,987
HAMILTON GENERAL HOSPITAL,988
HAMILTON MEDICAL CENTER,989
HAMLIN MEMORIAL HOSPITAL,990
HAMPTON REGIONAL MEDICAL CENTER,991
HANCOCK MEDICAL CENTER,992
HANCOCK REGIONAL HOSPITAL,993
HANNIBAL REGIONAL HOSPITAL,994
HANOVER HOSPITAL,995
HARBOR HOSPITAL,996
HARBORVIEW MEDICAL CENTER,997
HARDIN MEDICAL CENTER,998
HARDIN MEMORIAL HOSPITAL,999
HARFORD MEMORIAL HOSPITAL,1000
HARLAN APPALACHIAN REGIONAL HEALTHCARE HOSPITAL,1001
HARLEM HOSPITAL CENTER,1002
HARLINGEN MEDICAL CENTER,1003
HARMON MEMORIAL HOSPITAL,1004
HARPER UNIVERSITY HOSPITAL,1005
HARRINGTON MEMORIAL HOSPITAL,1006
HARRIS COUNTY HOSPITAL DISTRICT,1007
HARRIS HOSPITAL,1008
HARRISBURG MEDICAL CENTER,1009
HARRISON MEDICAL CENTER,1010
HARRISON MEMORIAL HOSPITAL,1011
HART COUNTY HOSPITAL,1012
HARTFORD HOSPITAL,1013
HARTON REGIONAL MEDICAL CENTER,1014
HARTSELLE MEDICAL CENTER,1015
HAVASU REGIONAL MEDICAL CENTER,1016
HAWAII MEDICAL CENTER EAST,1017
HAWAII MEDICAL CENTER WEST,1018
HAYS MEDICAL CENTER,1019
HAYWOOD PARK COMMUNITY HOSPITAL,1020
HAZARD ARH REGIONAL MEDICAL CENTER,1021
HAZEL HAWKINS MEMORIAL HOSPITAL,1022
HAZLETON GENERAL HOSPITAL,1023
HEALTH CENTER NORTHWEST,1024
HEALTH CENTRAL,1025
"HEALTHALLIANCE HOSPITALS, INC",1026
HEALTHEAST ST JOHN'S HOSPITAL,1027
HEALTHEAST WOODWINDS HOSPITAL,1028
HEALTHMARK REGIONAL MEDICAL CENTER,1029
HEALTHSOURCE SAGINAW,1030
HEART HOSPITAL OF AUSTIN,1031
HEART HOSPITAL OF LAFAYETTE,1032
HEART HOSPITAL OF NEW MEXICO,1033
HEART OF FLORIDA REGIONAL MEDICAL CENTER,1034
HEART OF LANCASTER REGIONAL MEDICAL CENTER,1035
HEARTLAND REGIONAL MEDICAL CENTER,1036
HEARTLAND SURGICAL SPEC HOSPITAL,1037
HEBREW HOME AND HOSPITAL INC,1038
HELEN ELLIS MEMORIAL HOSPITAL,1039
HELEN KELLER MEMORIAL HOSPITAL,1040
HELENA REGIONAL MEDICAL CENTER,1041
HEMET VALLEY MEDICAL CENTER,1042
HENDERSON COUNTY COMMUNITY HOSPITAL,1043
HENDERSONVILLE MEDICAL CENTER,1044
HENDRICK MEDICAL CENTER,1045
HENDRICKS REGIONAL HEALTH,1046
HENNEPIN COUNTY MEDICAL CENTER,1047
HENRICO DOCTORS' HOSPITAL,1048
HENRIETTA D GOODALL HOSPITAL,1049
HENRY COUNTY MEDICAL CENTER,1050
HENRY COUNTY MEMORIAL HOSPITAL,1051
HENRY FORD HOSPITAL,1052
HENRY FORD MACOMB HOSPITAL,1053
HENRY FORD WEST BLOOMFIELD HOSPITAL,1054
HENRY FORD WYANDOTTE HOSPITAL,1055
HENRY MAYO NEWHALL MEMORIAL HOSPITAL,1056
"HENRY MEDICAL CENTER, INC",1057
HENRYETTA MEDICAL CENTER,1058
HEREFORD REGIONAL MEDICAL CENTER,1059
HERITAGE HOSPITAL,1060
HERITAGE MEDICAL CENTER,1061
HERITAGE PARK SURGICAL HOSPITAL,1062
HERITAGE VALLEY BEAVER,1063
HERITAGE VALLEY SEWICKLEY,1064
HERRIN HOSPITAL,1065
HEYWOOD HOSPITAL,1066
HI-DESERT MEDICAL CENTER,1067
HIALEAH HOSPITAL,1068
HIGH POINT REGIONAL HOSPITAL,1069
HIGHLAND COMMUNITY  HOSPITAL,1070
HIGHLAND HOSPITAL,1071
HIGHLANDS HOSPITAL,1072
HIGHLANDS MEDICAL CENTER,1073
HIGHLANDS REGIONAL MEDICAL CENTER,1074
HIGHLINE MEDICAL CENTER,1075
HILL COUNTRY MEMORIAL HOSPITAL INC,1076
HILL HOSPITAL OF SUMTER COUNTY,1077
HILL REGIONAL HOSPITAL,1078
HILLCREST BAPTIST MEDICAL CENTER,1079
HILLCREST HOSPITAL,1080
HILLCREST MEDICAL CENTER,1081
HILLCREST MEMORIAL HOSPITAL,1082
HILLSDALE COMMUNITY HEALTH CENTER,1083
HILLSIDE HOSPITAL,1084
HILO MEDICAL CENTER,1085
HILTON HEAD REGIONAL MEDICAL CENTER,1086
HINSDALE HOSPITAL,1087
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,1088
HOAG ORTHOPEDIC INSTITUTE,1089
HOBOKEN UNIVERSITY MEDICAL CENTER,1090
HOLLAND COMMUNITY HOSPITAL,1091
HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,1092
HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1093
HOLMES REGIONAL MEDICAL CENTER,1094
HOLY CROSS HOSPITAL,1095
HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,1096
HOLY CROSS HOSPITAL INC,1097
HOLY FAMILY HOSPITAL,1098
HOLY FAMILY MEMORIAL INC,1099
HOLY NAME MEDICAL CENTER,1100
HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,1101
HOLY SPIRIT HOSPITAL,1102
HOLYOKE MEDICAL CENTER,1103
HOLZER MEDICAL CENTER,1104
HOMER MEMORIAL HOSPITAL,1105
HOMESTEAD HOSPITAL,1106
HOPKINS COUNTY MEMORIAL HOSPITAL,1107
HORIZON MEDICAL CENTER,1108
HOSPITAL FOR SPECIAL SURGERY,1109
"HOSPITAL OF CENTRAL CONNECTICUT, THE",1110
HOSPITAL OF ST RAPHAEL,1111
HOSPITAL OF UNIV OF PENNSYLVANIA,1112
HOT SPRING COUNTY MEDICAL CENTER,1113
HOUSTON MEDICAL CENTER,1114
HOUSTON NORTHWEST MEDICAL CENTER,1115
HOUSTON PHYSICIANS' HOSPITAL,1116
HOWARD COUNTY GENERAL HOSPITAL,1117
HOWARD REGIONAL HEALTH SYSTEM,1118
HOWARD UNIVERSITY HOSPITAL,1119
HOWARD YOUNG MED CTR,1120
HUALAPAI MOUNTAIN MEDICAL CENTER,1121
HUDSON VALLEY HOSPITAL CENTER,1122
HUGH CHATHAM MEMORIAL HOSPITAL,1123
HUGHSTON HOSPITAL,1124
HUGULEY HEALTH SYSTEM,1125
HUMBOLDT GENERAL HOSPITAL INC,1126
HUNT REGIONAL MEDICAL CENTER,1127
HUNTERDON MEDICAL CENTER,1128
HUNTINGTON BEACH HOSPITAL,1129
HUNTINGTON HOSPITAL,1130
HUNTINGTON MEMORIAL HOSPITAL,1131
HUNTSVILLE HOSPITAL,1132
HUNTSVILLE MEMORIAL HOSPITAL,1133
HURLEY MEDICAL CENTER,1134
HURON HOSPITAL,1135
HURON MEDICAL CENTER,1136
HURON VALLEY-SINAI HOSPITAL,1137
HUTCHESON MEDICAL CENTER,1138
HUTCHINSON AREA HEALTH CARE,1139
HUTCHINSON REGIONAL MEDICAL CENTER INC,1140
IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,1141
ILLINOIS VALLEY COMMUNITY HOSPITAL,1142
INDIAN PATH MEDICAL CENTER,1143
INDIAN RIVER MEDICAL CENTER,1144
INDIANA HEART HOSPITAL THE,1145
INDIANA ORTHOPAEDIC HOSPITAL LLC,1146
INDIANA REGIONAL MEDICAL CENTER,1147
INDIANA UNIVERSITY HEALTH,1148
INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,1149
INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,1150
INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,1151
INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,1152
INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC,1153
INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,1154
INDIANA UNIVERSITY HEALTH STARKE HOSPITAL,1155
INFIRMARY WEST,1156
INGALLS MEMORIAL HOSPITAL,1157
INLAND HOSPITAL,1158
INOVA ALEXANDRIA HOSPITAL,1159
INOVA FAIR OAKS HOSPITAL,1160
INOVA FAIRFAX HOSPITAL,1161
INOVA LOUDOUN HOSPITAL,1162
INOVA MOUNT VERNON HOSPITAL,1163
INSTITUTE FOR ORTHOPEDIC SURGERY,1164
INTEGRIS BAPTIST MEDICAL CENTER,1165
INTEGRIS BAPTIST REG HEALTH CENTER,1166
INTEGRIS BASS BAPTIST HEALTH CENTER,1167
INTEGRIS BLACKWELL REGIONAL HOSPITAL,1168
INTEGRIS CANADIAN VALLEY  HOSPITAL,1169
INTEGRIS CLINTON REGIONAL HOSPITAL,1170
INTEGRIS GROVE HOSPITAL,1171
INTEGRIS MAYES COUNTY MEDICAL CENTER,1172
